X,Y,Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr,ul
-819480.8649,-1069336.5151,NA,,49621173,BENU,BENU Lékárna,Masarykova 62,31212,Plzeň,,,2015,"Masarykova 62, Plzeň 31212",Masarykova
-822938.8147,-1070354.396,NA,,61775916,ALIPEX,"ALIPEX s.r.o., Lékárna Čtyřlístek",Masarykova tř. 62,31200,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Masarykova tř. 62, Plzeň 31200",Masarykova
-818184.710900001,-1070476.5997,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,Rokycanská 1424/128,31216,Plzeň,,,2015,"Rokycanská 1424, Plzeň 31216",Rokycanská
-818184.710900001,-1070476.5997,NA,,26306662,BRL Center CZ,"BRL Center CZ s.r.o., Dr.MAX Lékárna",Rokycanská 128,31216,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Rokycanská 128, Plzeň 31216",Rokycanská
-822043.9353,-1065839.0436,NA,,49621173,BENU,BENU Lékárna,Tachovská 80,32318,Plzeň,,,2015,"Tachovská 80, Plzeň 32318",Tachovská
-822043.9353,-1065839.0436,NA,,72227052,,Lékárna U Zlatého hada III,Tachovská 80,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Tachovská 80, Plzeň 30100",Tachovská
-825166.896299999,-1071442.64,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,U Letiště 2,32001,Plzeň,,,2015,"U Letiště 2, Plzeň 32001",U
-825167.7161,-1071443.5328,100,"U Letiště 2, Plzeň 30100",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Borská pole",U Letiště 2,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"U Letiště 2, Plzeň 30100",U
-739029.443999998,-1045310.0475,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,Kubánské nám. 1271/5,10000,Praha 10,,,2015,"Kubánské nám. 1271, Praha 10000",Kubánské
-739030.008499999,-1045310.3201,100,"Kubánské náměstí 5, Praha 10000",26438062,,"E-lékárny, a.s., Lékárna KUBA",Kubánské náměstí 5/1271,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Kubánské náměstí 5, Praha 10000",Kubánské
-739683.9553,-1045641.3453,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,U Slávie 1527/1,10100,Praha 10,,,2015,"U Slávie 1527, Praha 10100",U
-739845.8572,-1045594.9838,100,"U Slavie 1, Praha 10000",26438062,,"E-lékárny, a.s., Lékárna Mexiko",U Slávie 1/1527,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"U Slávie 1, Praha 10000",U
-744351.403900001,-1041264.7022,NA,,49621173,BENU,BENU Lékárna,Vítězné nám. 9,16000,Praha 6,,,2015,"Vítězné nám. 9, Praha 16000",Vítězné
-744351.996300001,-1041265.0019,100,"Vítězné náměstí 9, Praha 16000",61775916,ALIPEX,"ALIPEX s.r.o., Lékárna Kulatá",Vítězné náměstí 9/817,16000,Praha 6,Praha 6,Hl. m. Praha,2007,"Vítězné náměstí 9, Praha 16000",Vítězné
-736634.8607,-1039309.622,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,Lovosická,19000,Praha 9,,,2015,"Lovosická, Praha 19000",Lovosická
-737315.994399998,-1039100.1636,98.13,"Lovosická 440, Praha 19000",45245878,,"Lékárna Poliklinika Prosek, Lékárna",Lovosická 40/440,19000,Praha 9,Praha 9,Hl. m. Praha,2007,"Lovosická 40, Praha 19000",Lovosická
-532607.637699999,-1138245.244,NA,,25319141,Agel,LÉKÁRNA AGEL,Dvořákova 75,75152,Přerov,,,2015,"Dvořákova 75, Přerov 75152",Dvořákova
-532607.637699999,-1138245.244,NA,,44888830,,"Nemocnice Přerov, Ústavní lékárna",Dvořákova 75,75152,Přerov,Přerov,Olomoucký kraj,2007,"Dvořákova 75, Přerov 75152",Dvořákova
-559697.939599998,-1133786.411,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,Plumlovská 4210,79601,Prostějov,,,2015,"Plumlovská 4210, Prostějov 79601",Plumlovská
-559697.939599998,-1133786.411,NA,,63996782,,"DREYER s.r.o., Lékárna Plumlovská",Plumlovská 4210,79601,Prostějov,Prostějov,Olomoucký kraj,2007,"Plumlovská 4210, Prostějov 79601",Plumlovská
-791395.2355,-1034208.7195,NA,,49621173,BENU,BENU Lékárna,Husovo nám. 2347,26901,Rakovník,,,2015,"Husovo nám. 2347, Rakovník 26901",Husovo
-791396.059599999,-1034209.3121,100,"Husovo náměstí 2347, Rakovník 26901",63806096,,Lékárna U raka,Husovo náměstí 2347,26901,Rakovník,Rakovník,Středočeský kraj,2007,"Husovo náměstí 2347, Rakovník 26901",Husovo
-764392.612399999,-1023858.1534,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,Husova tř. 105/12,27401,Slaný,,,2015,"Husova tř. 105, Slaný 27401",Husova
-764392.612399999,-1023858.1534,NA,,48704032,,Lékárna  CENTRUM,Husova třída 105,27401,Slaný,Kladno,Středočeský kraj,2007,"Husova třída 105, Slaný 27401",Husova
-734782.944800001,-1119836.5223,NA,,49621173,BENU,BENU Lékárna,Husovo náměstí 530/1,39002,Tábor,,,2015,"Husovo náměstí 530, Tábor 39002",Husovo
-734782.944800001,-1119836.5223,NA,,46633936,,Bořivojova lékárna,Husovo náměstí 530/I,39002,Tábor,Tábor,Jihočeský kraj,2007,"Husovo náměstí 530, Tábor 39002",Husovo
-631817.343699999,-1002369.9197,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,Horská 647,54101,Trutnov,,,2015,"Horská 647, Trutnov 54101",Horská
-632059.273699999,-1001514.4744,100,"Horská 647, Trutnov 54102",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Horská 647,54102,Trutnov,Trutnov,Královéhradecký kraj,2007,"Horská 647, Trutnov 54102",Horská
-496207.282200001,-1140917.4838,NA,,25319141,Agel,LÉKÁRNA AGEL,U nemocnice 980,75742,Valašské Meziříčí,,,2015,"U nemocnice 980, Valašské Meziříčí 75742",U
-496207.282200001,-1140917.4838,NA,,26822105,,"Nemocnice Valašské Meziříčí a.s., Lékárna",U Nemocnice 980,75742,Valašské Meziříčí,Vsetín,Zlínský kraj,2007,"U Nemocnice 980, Valašské Meziříčí 75742",U
-493917.561000001,-1155138.3545,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,Jasenická 301,75501,Vsetín,,,2015,"Jasenická 301, Vsetín 75501",Jasenická
-493917.561000001,-1155138.3545,NA,,26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Jasenická 301,75501,Vsetín,Vsetín,Zlínský kraj,2007,"Jasenická 301, Vsetín 75501",Jasenická
