X,Y,Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr
-610552.23039999977,-1050268.7635000013,100,"Jiráskova 1389, Rychnov nad Kněžnou 51601",46460535,,Lékárna Na Láni,Jiráskova 1389,51601,Rychnov nad Kněžnou,Rychnov nad Kněžnou,Královéhradecký kraj,2007,"Jiráskova 1389, Rychnov nad Kněžnou 51601"
-609547.584899999,-1051262.2729,100,"Mírová 1545, Rychnov nad Kněžnou 51601",46460535,,Lékárna Na Drahách,Mírová 1545,51601,Rychnov nad Kněžnou,Rychnov nad Kněžnou,Královéhradecký kraj,2007,"Mírová 1545, Rychnov nad Kněžnou 51601"
-610172.65139999986,-1050996.7744,100,"Panská 23, Rychnov nad Kněžnou 51601",25936506,,Lékárna Na Panské,Panská 23,51601,Rychnov nad Kněžnou,Rychnov nad Kněžnou,Královéhradecký kraj,2007,"Panská 23, Rychnov nad Kněžnou 51601"
-610238.86309999973,-1051054.634,100,"Staré náměstí 26, Rychnov nad Kněžnou 51601",46460535,,Lékárna Na Náměstí,Staré náměstí 26,51601,Rychnov nad Kněžnou,Rychnov nad Kněžnou,Královéhradecký kraj,2007,"Staré náměstí 26, Rychnov nad Kněžnou 51601"
-610381.63540000096,-1051022.6235999987,100,"Svatohavelská 266, Rychnov nad Kněžnou 51601",25934813,,"Lékárna U Svatého Havla, s.r.o.",Svatohavelská 266,51601,Rychnov nad Kněžnou,Rychnov nad Kněžnou,Královéhradecký kraj,2007,"Svatohavelská 266, Rychnov nad Kněžnou 51601"
-612174.42449999973,-1046281.4045999981,100,"Kvasinská 129, Solnice 51701",48615943,,Lékárna Ambra,Kvasinská 129,51701,Solnice,Rychnov nad Kněžnou,Královéhradecký kraj,2007,"Kvasinská 129, Solnice 51701"
-623924.10449999943,-1050281.1741,100,"Čs. armády 937, Týniště nad Orlicí 51721",27466191,,"Lékárna Týniště n.Orlicí s.r.o., U Dubu",Čs. armády 937,51721,Týniště nad Orlicí,Rychnov nad Kněžnou,Královéhradecký kraj,2007,"Čs. armády 937, Týniště nad Orlicí 51721"
-609806.62260000035,-1056210.4142,100,"Husovo náměstí 86, Vamberk 51754",48600024,,Lékárna Astra,Husovo náměstí 86,51754,Vamberk,Rychnov nad Kněžnou,Královéhradecký kraj,2007,"Husovo náměstí 86, Vamberk 51754"
-611659.75569999963,-1068739.7036,100,"Lázeňská 226, Brandýs nad Orlicí 56112",62036327,,Lékárna Sv.Anežky České,Lázeňská 226,56112,Brandýs nad Orlicí,Ústí nad Orlicí,Pardubický kraj,2007,"Lázeňská 226, Brandýs nad Orlicí 56112"
-601678.50160000101,-1081234.368900001,100,"Litomyšlská 322, Česká Třebová 56002",27465306,,"Lékárna Mellisa, s.r.o.",Litomyšlská 322,56002,Česká Třebová,Ústí nad Orlicí,Pardubický kraj,2007,"Litomyšlská 322, Česká Třebová 56002"
-601445.17199999839,-1080879.9283999987,100,"Masarykova 1293, Česká Třebová 56002",27466655,,"LÉKÁRNA ARNIKA ČT s.r.o., Lékárna Arnica",Masarykova 1293,56002,Česká Třebová,Ústí nad Orlicí,Pardubický kraj,2007,"Masarykova 1293, Česká Třebová 56002"
-601454.09380000085,-1081399.0669,100,"Nové náměstí 1747, Česká Třebová 56002",63200350,,Lékárna Anna,Nové náměstí 1747,56002,Česká Třebová,Ústí nad Orlicí,Pardubický kraj,2007,"Nové náměstí 1747, Česká Třebová 56002"
-616073.041099999,-1068263.7115999982,100,"Smetanova 830, Choceň 56501",70142807,,Lékárna Na poliklinice,Smetanova 830,56501,Choceň,Ústí nad Orlicí,Pardubický kraj,2007,"Smetanova 830, Choceň 56501"
-616088.88179999962,-1068765.8405999988,100,"T. G. Masaryka 623, Choceň 56501",47498617,,Lékárna U anděla strážce,T. G. Masaryka 623,56501,Choceň,Ústí nad Orlicí,Pardubický kraj,2007,"T. G. Masaryka 623, Choceň 56501"
-615967.8647999987,-1068419.0238,100,"Záměstí 215, Choceň 56501",27489591,,"Lékárna Na Záměstí, s.r.o.",Záměstí 215,56501,Choceň,Ústí nad Orlicí,Pardubický kraj,2007,"Záměstí 215, Choceň 56501"
-588734.40410000086,-1068359.6548000015,93.75,"Náměstí 5. května 91, Jablonné nad Orlicí 56164",27478980,,"Lékárna Amfora, s.r.o.",náměstí 5.května 91,56164,Jablonné nad Orlicí,Ústí nad Orlicí,Pardubický kraj,2007,"náměstí 5.května 91, Jablonné nad Orlicí 56164"
-576734.432,-1063543.8134,100,"Velké náměstí 3, Králíky 56169",47498609,,Lékárna U černého orla,Velké náměstí 3,56169,Králíky,Ústí nad Orlicí,Pardubický kraj,2007,"Velké náměstí 3, Králíky 56169"
-589195.88280000165,-1081533.1171999983,100,"Strážní 42, Lanškroun 56301",72785977,,Lékárna Urban,Strážní 42,56301,Lanškroun,Ústí nad Orlicí,Pardubický kraj,2007,"Strážní 42, Lanškroun 56301"
-596256.78229999915,-1066762.4934,100,"Komenského 299, Letohrad 56151",49314483,,Lékárna,Komenského 299,56151,Letohrad,Ústí nad Orlicí,Pardubický kraj,2007,"Komenského 299, Letohrad 56151"
-595286.82539999858,-1067391.7654,100,"Na Kopečku 145, Letohrad 56151",61207004,,Lékárna U Kosmy a Damiána,Na Kopečku 145,56151,Letohrad,Ústí nad Orlicí,Pardubický kraj,2007,"Na Kopečku 145, Letohrad 56151"
-604065.01049999893,-1073120.9844999984,85.71,"T. G. Masaryka 125, Ústí nad Orlicí 56201",27197123,,"TL - Pharma s.r.o., Lékár.Na Příkopech",T.G.Masaryka 125,56201,Ústí nad Orlicí,Ústí nad Orlicí,Pardubický kraj,2007,"T.G.Masaryka 125, Ústí nad Orlicí 56201"
-621260.63210000098,-1073664.5331000015,100,"Husova 184, Vysoké Mýto 56601",62029452,,"VM,s.r.o., Lékárna Antica",Husova 184,56601,Vysoké Mýto,Ústí nad Orlicí,Pardubický kraj,2007,"Husova 184, Vysoké Mýto 56601"
-621257.5132,-1073304.6127,100,"Komenského 211, Vysoké Mýto 56601",26003538,,"Šedova lékárna, s.r.o., Nová lékárna",Komenského 211/2,56601,Vysoké Mýto,Ústí nad Orlicí,Pardubický kraj,2007,"Komenského 211, Vysoké Mýto 56601"
-621261.79500000179,-1073324.0304,100,"Komenského 92, Vysoké Mýto 56601",26003538,,"Šedova lékárna, s.r.o., Lékárna U zvonice",Komenského 92,56601,Vysoké Mýto,Ústí nad Orlicí,Pardubický kraj,2007,"Komenského 92, Vysoké Mýto 56601"
-621096.65060000122,-1073394.2419,98.13,"nám. Přemysla Otakara II. 195, Vysoké Mýto 56601",47500123,,Lékárna U zlatého orla,nám. Přemysla Otakara II 19/I,56601,Vysoké Mýto,Ústí nad Orlicí,Pardubický kraj,2007,"nám. Přemysla Otakara II 19, Vysoké Mýto 56601"
-621492.7928000018,-1073716.7835,100,"Žižkova 738, Vysoké Mýto 56601",27465306,,"Lékárna Mellisa, s.r.o.",Žižkova 738,56601,Vysoké Mýto,Ústí nad Orlicí,Pardubický kraj,2007,"Žižkova 738, Vysoké Mýto 56601"
-597674.5148999989,-1061134.721,100,"Nádražní 53, Žamberk 56401",69172498,,Lékárna Laura,Nádražní 53,56401,Žamberk,Ústí nad Orlicí,Pardubický kraj,2007,"Nádražní 53, Žamberk 56401"
-599294.71209999919,-1061815.1039,100,"Špitálka 1282, Žamberk 56401",27479986,,"DZ Pharm,s.r.o., Lékárna",Špitálka 1282,56401,Žamberk,Ústí nad Orlicí,Pardubický kraj,2007,"Špitálka 1282, Žamberk 56401"
-603724.59589999914,-1073271.2337,100,"Smetanova 1390, Ústí nad Orlicí 56201",25983288,,"CHS GALEN, v.o.s., Výdejna ZP",Smetanova 1390,56201,Ústí nad Orlicí,Ústí nad Orlicí,Pardubický kraj,2007,"Smetanova 1390, Ústí nad Orlicí 56201"
-639266.97480000183,-1165953.0399000011,100,"Zákostelní 611, Hrotovice 67555",48526053,,Lékárna U Sv. Trojice,Zákostelní 611,67555,Hrotovice,Třebíč,Vysočina,2007,"Zákostelní 611, Hrotovice 67555"
-675052.61520000175,-1171817.5661000013,100,"Budějovická 625, Jemnice 67531",75789086,,Lékárna ALEXANDRA,Budějovická 625,67531,Jemnice,Třebíč,Vysočina,2007,"Budějovická 625, Jemnice 67531"
-675492.19759999961,-1171651.8284999989,100,"Husova 111, Jemnice 67531",47438282,,Lékárna SLUNÍČKO,Husova 111,67531,Jemnice,Třebíč,Vysočina,2007,"Husova 111, Jemnice 67531"
-657822.76309999824,-1169848.1559000015,100,"1. máje 14, Moravské Budějovice 67602",63470012,,"ZENKAS, s.r.o., Lékárna U Jednorožce",1. máje 14,67602,Moravské Budějovice,Třebíč,Vysočina,2007,"1. máje 14, Moravské Budějovice 67602"
-657763.22370000184,-1169756.0480999984,100,"1. máje 180, Moravské Budějovice 67602",48525863,,Nová lékárna,1. máje 180,67602,Moravské Budějovice,Třebíč,Vysočina,2007,"1. máje 180, Moravské Budějovice 67602"
-631146.81230000034,-1155460.7584999986,100,"Husova 898, Náměšť nad Oslavou 67571",25579029,,"Sdružení AURA, s.r.o., Lékárna Na poliklinice",Husova 898,67571,Náměšť nad Oslavou,Třebíč,Vysočina,2007,"Husova 898, Náměšť nad Oslavou 67571"
-658288.441300001,-1148287.628800001,100,"Jihlavská 48, Okříšky 67521",48526088,,Lékárna,Jihlavská 48,67521,Okříšky,Třebíč,Vysočina,2007,"Jihlavská 48, Okříšky 67521"
-650242.88369999826,-1152914.6263,88,"Bráfova tř. 37, Třebíč 67401",72376015,,Lékárna,Bráfova 37,67401,Třebíč,Třebíč,Vysočina,2007,"Bráfova 37, Třebíč 67401"
-650666.94240000099,-1152626.7498,100,"Hasskova 20, Třebíč 67401",26958007,,Lékárna U Sv. Martina s.r.o.,Hasskova 20/963,67401,Třebíč,Třebíč,Vysočina,2007,"Hasskova 20, Třebíč 67401"
-650169.59450000152,-1152110.9474,100,"Jelínkova 991, Třebíč 67401",46974741,,Lékárna REMEDIUM s.r.o.,Jelínkova 991,67401,Třebíč,Třebíč,Vysočina,2007,"Jelínkova 991, Třebíč 67401"
-650761.42309999838,-1152478.2567000017,97,"Jihlavská brána 106, Třebíč 67401",64268471,,Lékárna BELLIS,Jihlavská brána 10,67401,Třebíč,Třebíč,Vysočina,2007,"Jihlavská brána 10, Třebíč 67401"
-652459.53180000186,-1153349.8856999986,100,"Koželužská 292, Třebíč 67401",68661151,,Lékárna Borovina,Koželužská 292,67401,Třebíč,Třebíč,Vysočina,2007,"Koželužská 292, Třebíč 67401"
-650327.00349999964,-1152560.3796,100,"Smila Osovského 2, Třebíč 67401",26948567,,Lékárna U Černíků s.r.o.,Smila Osovského 2/44,67401,Třebíč,Třebíč,Vysočina,2007,"Smila Osovského 2, Třebíč 67401"
-650885.69399999827,-1153786.496100001,100,"Vltavínská 1289, Třebíč 67401",26750457,,"Lékárna Vltavínská, s.r.o.",Vltavínská 1289,67401,Třebíč,Třebíč,Vysočina,2007,"Vltavínská 1289, Třebíč 67401"
-650204.253800001,-1153850.499299999,100,"Znojemská 1359, Třebíč 67401",26980266,,"HELIOS PHARMA, s.r.o., Lékárna v Hypernově",Znojemská 1359,67401,Třebíč,Třebíč,Vysočina,2007,"Znojemská 1359, Třebíč 67401"
-583348.32499999925,-1211186.0183,100,"Fintajslova 3163, Břeclav 69002",27669076,,"Lékárna U Herkula, s.r.o.",Fintajslova 3163/52,69002,Břeclav,Břeclav,Jihomoravský kraj,2007,"Fintajslova 3163, Břeclav 69002"
-584372.05350000039,-1212094.6972,96.25,"Hraniční 568, Břeclav 69141",44169329,,Lékárna U Samaritána,Hraniční 56,69141,Břeclav,Břeclav,Jihomoravský kraj,2007,"Hraniční 56, Břeclav 69141"
-582680.87550000101,-1211602.8997,100,"Sady 28. října 5, Břeclav 69002",25864173,,"Stavovská s.r.o., Lékárna U nádraží",Sady 28. října 5,69002,Břeclav,Břeclav,Jihomoravský kraj,2007,"Sady 28. října 5, Břeclav 69002"
-603396.21009999886,-1198210.9090000018,100,"Hlavní 100, Dolní Dunajovice 69185",46960856,,"KONDICE s.r.o., Lékárna - OOVL",Hlavní 100,69185,Dolní Dunajovice,Břeclav,Jihomoravský kraj,2007,"Hlavní 100, Dolní Dunajovice 69185"
-592092.1327,-1189560.3896000013,96.25,"Brněnská 27, Hustopeče 69301",48455890,,Lékárna U sv. Tadeáše,Brněnská 27a,69301,Hustopeče,Břeclav,Jihomoravský kraj,2007,"Brněnská 27a, Hustopeče 69301"
-592029.40399999917,-1189626.436799999,100,"Brněnská 9, Hustopeče 69301",60725575,,"Dům zdraví s.r.o., Lékárna",Brněnská 9,69301,Hustopeče,Břeclav,Jihomoravský kraj,2007,"Brněnská 9, Hustopeče 69301"
-582196.71350000054,-1184721.2188999988,100,"Masarykova 3, Klobouky u Brna 69172",48455873,,Lékárna U sv. Cyrila a Methoda,Masarykova 3,69172,Klobouky u Brna,Břeclav,Jihomoravský kraj,2007,"Masarykova 3, Klobouky u Brna 69172"
-577311.49469999969,-1215463.7791999988,100,"Kostická 30, Lanžhot 69151",41531612,,Lékárna LANŽHOT,Kostická 30,69151,Lanžhot,Břeclav,Jihomoravský kraj,2007,"Kostická 30, Lanžhot 69151"
-588643.94090000167,-1205929.925,100,"Pekařská 75, Lednice 69144",25580469,,Lékárna U RAKA s.r.o.,Pekařská 75,69144,Lednice,Břeclav,Jihomoravský kraj,2007,"Pekařská 75, Lednice 69144"
-600883.32160000131,-1204050.2672999986,100,"Husova 48, Mikulov 69201",46960856,,"KONDICE s.r.o., Lékárna",Husova 48/306,69201,Mikulov,Břeclav,Jihomoravský kraj,2007,"Husova 48, Mikulov 69201"
-600934.71449999884,-1204347.0949999988,96.25,"Piaristů 286, Mikulov 69201",26287897,,Lékárna Camellia,Piaristů 26,69201,Mikulov,Břeclav,Jihomoravský kraj,2007,"Piaristů 26, Mikulov 69201"
-600683.07149999961,-1204117.606699999,100,"Svobody 2, Mikulov 69201",25864173,,"Stavovská s.r.o., Lékárna Dům zdraví Mikulov",Svobody 2,69201,Mikulov,Břeclav,Jihomoravský kraj,2007,"Svobody 2, Mikulov 69201"
-573086.4541000016,-1207371.169199999,100,"náměstí Republiky 790, Moravská Nová Ves 69155",63433877,,Lékárna u kostela sv. Jakuba,náměstí Republiky 790,69155,Moravská Nová Ves,Břeclav,Jihomoravský kraj,2007,"náměstí Republiky 790, Moravská Nová Ves 69155"
-585057.37009999901,-1203204.6578,100,"Komenského 269, Podivín 69145",48455881,,Lékárna Podivín,Komenského 269,69145,Podivín,Břeclav,Jihomoravský kraj,2007,"Komenského 269, Podivín 69145"
-587253.01480000094,-1199618.4688,100,"Náměstí 221, Rakvice 69103",48455881,,Lékárna Podivín - OOVL,Náměstí 221,69103,Rakvice,Břeclav,Jihomoravský kraj,2007,"Náměstí 221, Rakvice 69103"
-592691.50279999897,-1211899.8858999982,100,"Mikulovská 151, Valtice 69142",25580469,,Lékárna U RAKA s.r.o.,Mikulovská 151,69142,Valtice,Břeclav,Jihomoravský kraj,2007,"Mikulovská 151, Valtice 69142"
-581634.30510000139,-1201258.947,100,"Mírová 1335, Velké Bílovice 69102",48847364,,Lékárna,Mírová 1335,69102,Velké Bílovice,Břeclav,Jihomoravský kraj,2007,"Mírová 1335, Velké Bílovice 69102"
-595725.31529999897,-1183497.0993,100,"Brněnská 87, Velké Němčice 69163",25538152,,Lékárna Těšany s.r.o.,Brněnská 87,69163,Velké Němčice,Břeclav,Jihomoravský kraj,2007,"Brněnská 87, Velké Němčice 69163"
-586582.31129999831,-1194426.9191000015,97.86,"Náměstí 9. Května 412, Velké Pavlovice 69106",48455946,,Lékárna,náměstí 9. května 42,69106,Velké Pavlovice,Břeclav,Jihomoravský kraj,2007,"náměstí 9. května 42, Velké Pavlovice 69106"
-542033.3104000017,-1134493.9571,100,"9. května 383, Brodek u Přerova 75103",48002437,,Lékárna U Nádraží,9. května 383,75103,Brodek u Přerova,Přerov,Olomoucký kraj,2007,"9. května 383, Brodek u Přerova 75103"
-524501.75560000166,-1142367.5395000018,100,"Náměstí 13, Dřevohostice 75114",64425878,,Lékárna,Náměstí 13,75114,Dřevohostice,Přerov,Olomoucký kraj,2007,"Náměstí 13, Dřevohostice 75114"
-512772.1334999986,-1129496.1497999988,90,"Náměstí 8. května 367, Hranice 75301",43541798,,"Röder.CZ s.r.o., Zelená lékárna",8. května 367,75301,Hranice,Přerov,Olomoucký kraj,2007,"8. května 367, Hranice 75301"
-512621.1499999985,-1129743.4875,100,"Družstevní , Hranice 75301",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Družstevní,75301,Hranice,Přerov,Olomoucký kraj,2007,"Družstevní, Hranice 75301"
-512816.77189999819,-1129979.8066,100,"Masarykovo náměstí 74, Hranice 75301",43541798,,"Röder.CZ s.r.o., Lékárna",Masarykovo náměstí 74,75301,Hranice,Přerov,Olomoucký kraj,2007,"Masarykovo náměstí 74, Hranice 75301"
-512766.58309999853,-1129701.6273000017,100,"Pernštejnské náměstí 110, Hranice 75301",73876895,,Lékárna U Zámku,Pernštejnské náměstí 110,75301,Hranice,Přerov,Olomoucký kraj,2007,"Pernštejnské náměstí 110, Hranice 75301"
-512018.70219999924,-1129157.8554,100,"Zborovská 1245, Hranice 75301",47677406,,"Nemocnice Hranice a.s., Ústavní lékárna",Zborovská 1245,75301,Hranice,Přerov,Olomoucký kraj,2007,"Zborovská 1245, Hranice 75301"
-546167.68219999969,-1149026.3059,100,"6. května 1376, Kojetín 75201",48002488,,Lékárna U Zlatého lva,6. května 1376,75201,Kojetín,Přerov,Olomoucký kraj,2007,"6. května 1376, Kojetín 75201"
-523786.47250000015,-1131299.845899999,100,"náměstí T. G. Masaryka 10, Lipník nad Bečvou 75131",48002160,,Lékárna Na Náměstí,náměstí T. G. Masaryka 10,75131,Lipník nad Bečvou,Přerov,Olomoucký kraj,2007,"náměstí T. G. Masaryka 10, Lipník nad Bečvou 75131"
-524120.71420000121,-1131257.0870000012,100,"Osecká 309, Lipník nad Bečvou 75131",47977434,,"MED Centrum spol. s r.o., Lékárna",Osecká 309,75131,Lipník nad Bečvou,Přerov,Olomoucký kraj,2007,"Osecká 309, Lipník nad Bečvou 75131"
-533494.29309999943,-1138642.9774000011,100,"Budovatelů 6, Přerov 75002",26821681,,Lékárna SANO,Budovatelů 6/197,75002,Přerov,Přerov,Olomoucký kraj,2007,"Budovatelů 6, Přerov 75002"
-534277.46180000156,-1138921.444600001,100,"Čechova 25, Přerov 75002",46592822,,Lékárna U Štěstěny,Čechova 25,75002,Přerov,Přerov,Olomoucký kraj,2007,"Čechova 25, Přerov 75002"
-534152.85020000115,-1138823.6043,100,"Čechova 41, Přerov 75002",48002402,,Lékárna U Zlatého hada,Čechova 41,75002,Přerov,Přerov,Olomoucký kraj,2007,"Čechova 41, Přerov 75002"
-534655.084899999,-1139023.226,100,"Husova 2, Přerov 75002",26821681,,LÉKÁRNA U NÁDRAŽÍ PŘEROV s.r.o.,Husova 2/2846,75002,Přerov,Přerov,Olomoucký kraj,2007,"Husova 2, Přerov 75002"
-534276.07559999824,-1138369.4087,95.5,"Jiráskova 2008, Přerov 75002",26876892,,"IVED - Media s.r.o., Lékárna Media",Jiráskova 20/157,75002,Přerov,Přerov,Olomoucký kraj,2007,"Jiráskova 20, Přerov 75002"
-534367.7018,-1138423.4270000011,96.25,"Kratochvílova 123, Přerov 75002",26843617,,Lékárna U Kostela,Kratochvílova 13/143,75002,Přerov,Přerov,Olomoucký kraj,2007,"Kratochvílova 13, Přerov 75002"
-534794.79129999876,-1138055.3365999982,100,"Na Odpoledni 19, Přerov 75002",26843617,,Lékárna AVE,Na odpolední 19/1042,75002,Přerov,Přerov,Olomoucký kraj,2007,"Na odpolední 19, Přerov 75002"
-534102.05050000176,-1138709.1068000011,100,"nám. Přerovského povstání 1, Přerov 75002",25543113,,"Ábrányi spol. s r.o., Lékárna ALFA",nám. Přerovského povstání 1,75002,Přerov,Přerov,Olomoucký kraj,2007,"nám. Přerovského povstání 1, Přerov 75002"
-533486.51069999859,-1138520.2276999988,100,"Trávník 29, Přerov 75002",48001163,,Lékárna Zlatý zubr,Trávník 29,75002,Přerov,Přerov,Olomoucký kraj,2007,"Trávník 29, Přerov 75002"
-535297.30200000107,-1137034.8854999989,100,"U Pošty 9, Přerov 75124",48001791,,Lékárna U Zlatého mamuta,U pošty 9,75124,Přerov,Přerov,Olomoucký kraj,2007,"U pošty 9, Přerov 75124"
-534165.57209999859,-1137553.0667,100,"U Výstaviště 8, Přerov 75002",73948918,,Lékárna Veronica,U Výstaviště 8,75002,Přerov,Přerov,Olomoucký kraj,2007,"U Výstaviště 8, Přerov 75002"
-546293.98530000076,-1140024.5588999987,100,"Náměstí 10, Tovačov 75101",48002631,,Lékárna Tovačov,Náměstí 10,75101,Tovačov,Přerov,Olomoucký kraj,2007,"Náměstí 10, Tovačov 75101"
-515605.73110000044,-1179101.4989,100,"Dr. Veselého 178, Luhačovice 76326",60711671,,Lékárna U Najády  s.r.o.,Dr. Veselého 178,76326,Luhačovice,Zlín,Zlínský kraj,2007,"Dr. Veselého 178, Luhačovice 76326"
-515786.90419999883,-1179667.8543,100,"Masarykova 185, Luhačovice 76326",61715832,,Lékárna PALMA,Masarykova 185,76326,Luhačovice,Zlín,Zlínský kraj,2007,"Masarykova 185, Luhačovice 76326"
-515928.20230000094,-1179705.5091000013,100,"Masarykova 200, Luhačovice 76326",65824164,,Lékárna U Sokolovny,Masarykova 200,76326,Luhačovice,Zlín,Zlínský kraj,2007,"Masarykova 200, Luhačovice 76326"
-515681.88069999963,-1158297.6864,88,"Hradská I 309, Lukov 76317",49157167,,Lékárna Fryšták - OOVL,Hradská 309,76317,Lukov,Zlín,Zlínský kraj,2007,"Hradská 309, Lukov 76317"
