adresa,znacka_2015,x,zmena,znacka_1999,nazev_1999,nazev_2007,y,nazev_2015,znacka_2007
"Libušina 163, Bechyně 39165",,-751279.1451000012,n,,,Libušina lékárna,-1130532.4298,Libušina lékárna,
"Libušina 5345, Chomutov 43001",,-807228.9946999997,n,,,"LÉkÁRNA ČTYŘLÍSTEK Chomutov, s.r.o.",-991920.0001999997,LÉKÁRNA ČTYŘLÍSTEK Chomutov s.r.o.,
"Libušina 994, Karlovy Vary 36001",,-849008.5362999998,n,,,,-1012268.6011000015,Stará lékárna,
"Libušina tř. 4, Brno 62300",,-603500.6435999982,n,,,,-1159942.0260000005,Lékárna J.G.Mendela,
"Libušina třída 578, Brno 62300",Dr.Max,-603174.0108000003,n,,,,-1160252.5362999998,Dr.Max LÉKÁRNA,
"Libušská 319, Praha 14200",,-740843.0258000009,n,,,,-1052914.4627999999,Písnická lékárna,
"Libušská 65, Praha 14200",,-741061.5366000012,n,,,,-1052261.6206,Libušská lékárna,
"Libčany 113, Libčany 50322",,-651002.2778999992,n,,,,-1042987.0894000009,OOVL - Lékárny s.r.o.,
"Liběchov 142, Liběchov 27721",,-736151.9957000017,n,,,,-1007799.0009000003,OOVL - L Centrum,
"Liběšice 70, Liběšice 41146",,-744530.9439000003,n,,,,-988800.4409000017,OOVL - L Nad Kapličkou,
"Lichnická 108, Ronov nad Doubravou 53842",,-666698.8823999986,n,,,,-1075240.2738999985,Lékárna U zlatého hada,
"Lidická 1269, Třinec 73961",Dr.Max,-443881.7633999996,y,,,Lékárna Hypernova Třinec,-1122306.6270999983,Dr.Max LÉKÁRNA,
"Lidická 1286, Ostrov 36301",BENU,-843475.5263999999,y,,Lékárna Pinie,Lékárna PINIE s.r.o.,-1003436.7736000009,BENU Lékárna,
"Lidická 19, Klimkovice 74283",,-481930.89290000126,n,,,,-1106033.5458999984,Lékárna U Zlatého kříže,
"Lidická 3341, Břeclav 69002",BENU,-581671.3564000018,n,,,,-1208892.3746999986,BENU Lékárna,
"Lidická 3411, Břeclav 69002",,-581855.0278999992,n,,,,-1209096.6224999987,Lékárna U sv. Václava,
"Lidická 402, Vlašim 25801",,-714564.4976000004,n,,,Lékárna,-1089910.1264999993,Lékárna,
"Lidická 42, Brno 60200",BENU,-598117.750599999,y,,,Lékárna Na Lidické,-1159803.9558000006,BENU Lékárna,
"Lidická 798, Praha 15000",,-743997.5850999989,n,,,,-1044552.5012999997,Lékárna Neopharm Lidická,
"Lidická 886, Havířov - Šumbark 73601",,-462439.96709999815,n,,,,-1106323.1532999985,Lékárna Harmonie,
"Lidická 930, Vlašim 25801",,-714415.3759999983,n,,Lékárna,Lékárna Lidická,-1090263.2454999983,Lékárna Lidická,
"Lidická 935, Boskovice 68001",,-590475.1248999983,n,,,,-1129030.9296999983,HIPPOKRATES,
"Lidické náměstí 576, Jičín 50601",,-672261.8293999992,n,,,Lékárna Na Novém Městě,-1013645.2311999984,Lékárna Na Novém Městě,
"Lidmily Malé 656, Pardubice 53012",,-645113.8101000004,n,,,,-1060724.0830999985,Lékárna U Sluníčka,
"Linhartova 147, Ruda nad Moravou 78963",,-568832.4748999998,n,,Lékárna U Spasitele,Lékárna U Spasitele,-1075695.0626999997,LÉKÁRNA U SPASITELE,
"Linhartova 243, Kosmonosy 29306",,-701958.6886,n,,Lékárna,Lékárna U zámku,-1008928.9452,U Zámku,
"Lipno nad Vltavou 81, Lipno nad Vltavou 38278",,-779230.6799999997,n,,,,-1199591.8636000007,OOVL - L Zbraslavská lékárna,
"Lipov 337, Lipov 69672",,-539331.3467999995,n,,,,-1199183.0581,OOVL - L HORŇÁCKÁ s.r.o.,
"Lipová 380, Stěžery 50321",,-646997.9844999984,n,,,,-1040929.3035999984,OOVL L - OC Hypernova,
"Lipová 807, Most 43401",Dr.Max,-790772.8784000017,y,,,"MP VALCO, s.r.o., Lékárna KAHAN",-990754.1512999982,Dr.Max LÉKÁRNA,
"Lipí 2556, Praha 19300",,-728913.3944000006,n,,,,-1041753.0755999982,Lékárna Oční Svět,
"Lipůvka 368, Lipůvka 67922",,-600415.0833999999,n,,,,-1144363.0007000007,ALBA Lipůvka,
"Litomyšlská 322, Česká Třebová 56002",,-601678.501600001,n,,,"Lékárna Mellisa, s.r.o.",-1081234.368900001,Lékárna Mellisa,
"Litoměřická 102, Bílina 41801",,-781003.7564999983,n,,,,-985680.6642999984,LÉKÁRNA NA LITOMĚŘICKÉ,
"Litultovice 1, Litultovice 74755",,-509287.39979999885,n,,,,-1092162.7245000005,OOVL Litultovice,
"Lobendavská 423, Dolní Poustevna 40782",,-738472.3751999997,n,,,,-943084.9450000003,LÉKÁRNA BONA,
"Lochotínská 1108, Plzeň 30100",Devětsil JST,-822311.3352999985,n,,,,-1069119.7818999998,Lékárna Rondel,
"Lodžská 399, Praha 18100",,-742010.0846000016,n,,,,-1038295.6801000014,Lékárna ODRA,
"Lodžská 850, Praha 18100",,-742474.8348000012,n,,,,-1038538.5716000013,"Novolékárna U Anděla, OC Krakov",
"Loučná nad Desnou 57, Loučná nad Desnou 78811",,-554035.8081,n,,,,-1069853.691300001,OOVL - L Krajinská lékárna,
"Loučovice 290, Loučovice 38276",,-777002.3872999996,n,,,,-1203017.5797000006,U Aeskulapa,
"Lovosická 440, Praha 19000",,-737315.9943999983,n,,Lékárna,,-1039100.1636000015,Lékárna Prosek,
"Lovosická, Praha 19000",Dr.Max,-736634.8607000001,n,,,,-1039309.6220000014,Dr.Max LÉKÁRNA,
"Lubná 327, Lubná 56963",,-618690.3526999988,n,,,,-1093669.954500001,OOVL - L Nová lékárna,
"Lukov 309, Lukov 76317",,-515748.59870000184,n,,,,-1157606.1719999984,OOVL - L Fryšták,
"Lukášova 184, Praha 13000",,-740295.0544000007,n,,,,-1043382.1944999993,Lékárna U Koně,
"Lumírova 2, Ostrava - Výškovice 70030",,-475600.9208999984,n,,,,-1107498.2071999982,Lékárna Terapeut,
"Luční 586, Holýšov 34562",Devětsil JST,-844314.2463999987,n,,,,-1083327.1162,Holýšovská lékárna,
"Luženská 2725, Rakovník 26901",Dr.Max,-790999.4299999997,n,,,,-1033552.9516999982,Dr.Max LÉKÁRNA,
"Lužická 395, Mariánské Lázně 35301",,-866772.4866999984,n,,Lékárna U Jakuba,Lékárna U Jakuba,-1038468.9356999993,Lékárna U Jakuba,
"Lužické nám. 102, Rumburk 40801",,-720133.7760999985,n,,,,-949171.0223999992,Lékárna U Sovy,
"Lánecká 970, Světlá nad Sázavou 58291",,-678830.0855999999,n,,Lékárna Viola,"Lékárny Optima, s.r.o., Lékárna Viola",-1098326.4470999986,Lékárna Viola,
"Lázeňská 226, Brandýs nad Orlicí 56112",,-611659.7556999996,n,,Lékárna,Lékárna Sv.Anežky České,-1068739.7036000006,OOVL - L Lékárna U Perly,
"Lázeňská 394, Velké Losiny 78815",,-557302.5742000006,n,,,Lékárna U Praděda s.r.o.,-1071460.671500001,OOVL - L Temenická,
"Lípová 664, Liberec 4 46001",,-687908.8284999989,n,,,,-974244.8742000014,Lékárna Lipová,
"Lísková 3, Nemanice 34401",,-874741.4211000018,n,,,,-1096715.3526000008,Lékárna Lísková,
"Lýskova 2, Brno 63500",,-605312.3654999994,n,,,"LANCIER COMPANY s.r.o., Lékárna LANCIER",-1157314.5670999996,LÉKÁRNA LANCIER,
"M. Gorkého 77, Trutnov 54121",,-630337.8962000012,n,,,,-1004312.3412999995,Lékárna v nemocnici Trutnov,
"M. Majerové 1804, Sokolov 35601",,-865186.9996000007,n,,,,-1014904.4627999999,Lékárna HERBA,
"M.R.Štefánika 3, Šumperk 78701",Agel,-562736.6101999991,n,,,,-1078620.5449,LÉKÁRNA AGEL,
"MUDr. Ducháčkové 45, Pardubice 53003",,-646383.3550000004,n,,,,-1061927.4633999988,Pardubičky,
"MUDr. Jana Janského 11, Znojmo 66902",,-642676.0315999985,n,,,,-1192214.8170000017,Lékárna Nemocnice Znojmo,
"Majdalenky 10a, Brno 63800",,-596518.4453999996,n,,,,-1156393.4776000008,Lékárna Orion Lesná,
"Majerského 2038, Praha 14900",,-737426.6447999999,n,,,,-1049123.1429000013,Lékárna Medifin,
"Makovského 1223, Praha 16300",,-751565.0362999998,n,,,,-1044276.4539999999,Lékárna Makovského,
"Makovského 1349, Praha 16300",Dr.Max,-751143.5852999985,y,,,Lékárna Podnecká,-1044398.6926999986,Dr.Max LÉKÁRNA,
"Makovského náměstí 3147, Brno 61600",BENU,-600210.374499999,n,,,,-1157946.3588000014,BENU Lékárna,
"Malinovského 551, Slavkov u Brna 68401",,-578942.2934000008,n,,,,-1167127.1292999983,Lékárna Na poliklinice,
"Malostranské nám. 203, Praha 11800",,-744143.5106000006,n,,,,-1042693.0377999991,Fragnerova lékárna U Černého orla,
"Malé náměstí 105, Rokycany 33701",Dr.Max,-806724.3165999986,y,,Lékárna U Barborky,Lékárna U Barborky,-1072736.8946999982,Dr.Max LÉKÁRNA,
"Malé náměstí 35, Luby 35137",,-882409.2771999985,n,,,"LÉKÁRNÍCI 95 s.r.o., Lékárna Kraslice - OOVL",-1003324.9133000001,OOVL lékárna Valdštejnova,
"Malé náměstí 38, Trutnov 54101",,-630773.0951000005,n,,,,-1003988.2807999998,Lékárna U Řeky,
"Malířská 1, Praha 17000",,-742295.9992999993,n,,Lékárna Veletržní,"Lékárna Veletržní, s.r.o.",-1041562.0056999996,Lékárna Veletržní,
"Malý Bor 90, Malý Bor 34101",,-810104.9202000014,n,,,,-1118635.8148999996,Phyteneo Medical s.r.o.,
"Malšice 56, Malšice 39175",,-745971.0280999988,n,,,,-1124359.2725999989,OOVL - L Panacea,
"Manětín 220, Manětín 33162",,-828184.0513000004,n,,,,-1041291.9043999985,Na Vyšehradě,
"Manželů Burdychových 325, Červený Kostelec 54941",,-619109.0912999995,n,,,"SM SALIX s.r.o., Lékárna",-1015275.9123999998,Lékárna SM SALIX spol. s r.o.,
"Marie Majerové 2193, Sokolov 35601",Dr.Max,-865245.3489000015,n,,,,-1014817.8814999983,Dr.Max LÉKÁRNA,
"Marie Majerové 2241, Sokolov 35605",,-865222.6429000013,n,,,,-1014802.259300001,Tesco Sokolov,
"Marie Majerové 900, Třebíč 67401",BENU,-650184.8341999985,n,,,,-1151892.8566000015,BENU Lékárna,
"Mariánská 540, Česká Lípa 47001",,-725461.0148000009,n,,Lékárna SALVIA,Lékárna Mariánská,-977919.5001000017,Lékárna Mariánská,
"Mariánské nám. 1344, Brandýs nad Labem - Stará Boleslav 25002",,-723267.6022999994,n,,,,-1033575.6361999996,U sv.Václava,
"Mariánské náměstí 29, Žulová 79065",,-550147.6110999994,n,,,,-1041183.4310999997,OOVL - Lékárna Žulová,
"Marka Bydžovského 1123, Nový Bydžov 50401",,-664733.4426999986,n,,,"TARA, s.r.o., Lékárna U Marka",-1035883.4805999994,Lékárna U Marka,
"Markvartovická 1200, Ludgeřovice 74714",,-473118.8649000004,n,,Lékárna U sv.Mikuláše,"LePharmacy s.r.o., Lékárna U Svatého Mikuláše",-1095103.8493999988,Lékárna U Svatého Mikuláše,
"Martinova 142, Líbeznice 25065",,-735984.2082999982,n,,Výdejna léčiv,Lékárna Skalka - OOVL,-1032138.5139999986,OOVL - L Skalka,
"Masarova 2407, Brno 62800",,-593123.0150000006,n,,,,-1160014.4492000006,Lékárna Masarova,
"Masarykova 1, Hluboká nad Vltavou 37341",BENU,-757740.9974000007,y,,Lékárna,Lékárna,-1157086.7468999997,BENU Lékárna,
"Masarykova 1019, Modřice 66442",,-598298.9648000002,n,,,,-1167524.5753000006,Lékárna Grand Residence,
"Masarykova 106, Horní Benešov 79312",,-517903.68569999933,n,,,Lékárna,-1082694.3260000013,Lékárna,
"Masarykova 1102, Lysá nad Labem 28922",Dr.Max,-711374.127700001,y,INPHARMA,Lékárna U výstaviště,"Lékárny Lloyds s.r.o., Lékárna U výstaviště",-1034634.1345000006,Dr.Max LÉKÁRNA,Lékárny Lloyds
"Masarykova 124, Teplice 41501",,-774921.5064999983,n,,,Lékárna Meduňka,-975162.9155000001,Lékárna Meduňka,
"Masarykova 125, Rudná u Prahy 25219",,-757088.7243000008,n,,,,-1047067.5795999989,Rudná,
"Masarykova 1293, Česká Třebová 56002",BENU,-601445.1719999984,y,,Lékárna Arnika,"LÉKÁRNA ARNIKA ČT s.r.o., Lékárna Arnica",-1080879.9283999987,BENU Lékárna,
"Masarykova 1297, Ústí n. Labem 40001",,-761147.550999999,n,,,,-976031.5656000003,U divadla,
"Masarykova 1333, Orlová - Lutyně 73514",Dr.Max,-459272.83630000055,n,,,,-1097941.5982000008,Dr.Max LÉKÁRNA,
"Masarykova 136, Veselí nad Moravou 69801",,-544623.2410999984,n,,Charitní lékárna sv. Lukáše,Lékárna sv. Lukáše,-1193301.2448000014,Lékárna Sv.Lukáše,
"Masarykova 17, Železný Brod 46822",,-675775.4869000018,n,,Lékárna U ANDĚLA,,-989780.7115000002,U Anděla,
"Masarykova 176, Lysá nad Labem 28922",,-711339.4743000008,n,,"Šporkova lékárna, s.r.o.",Šporkova lékárna s.r.o.,-1034476.3319000006,Šporkova lékárna s.r.o.,
"Masarykova 185, Luhačovice 76326",,-515786.9041999988,n,,Lékárna PALMA,Lékárna PALMA,-1179667.8542999998,PRIVÁTNÍ LÉKÁRNA PALMA,
"Masarykova 188, Polička 57201",Dr.Max,-616433.3843999989,n,,,,-1100620.4781999998,Dr.Max LÉKÁRNA,
"Masarykova 19, Kdyně 34506",,-852737.245099999,n,,,,-1105172.6242000014,U ZLATÉ KORUNY,
"Masarykova 19, Opava 74601",Dr.Max,-496598.40199999884,n,,,,-1087860.754900001,Dr.Max LÉKÁRNA,
"Masarykova 200, Luhačovice 76326",,-515928.20230000094,n,,,Lékárna U Sokolovny,-1179705.5091000013,U Sokolovny,
"Masarykova 273, Buchlovice 68708",,-546468.0045999996,n,,,,-1178187.0874999985,Lékárna,
"Masarykova 30, Broumov 55001",Plzeňská lékárna,-601110.4547000006,y,,"Lékárna  4MM, s.r.o.",,-1004622.7155999988,Lékárna Broumov,
"Masarykova 3127, Ústí n. Labem 40001",,-761205.1013000011,n,,,,-975752.6444999985,U Hraničáře,
"Masarykova 330, Telč 58856",Dr.Max,-681442.6350000016,y,,"Lékárna K.E.I. pharma, s.r.o.","Lékárny Lloyds s.r.o., Lékárna Telč",-1152407.2993,Dr.Max LÉKÁRNA,Lékárny Lloyds
"Masarykova 338, Fulnek 74245",,-498517.6057999991,n,,,"Stavovská s.r.o., Lékárna U Anny ",-1112493.4952000007,Lékárna U Anny,
"Masarykova 352, Opava 74601",,-496635.3227000013,n,,,,-1087898.1160000004,Lékárna U pošty Opava,
"Masarykova 37, Brno 60200",,-598024.4622000009,n,,Lékárna,Lékárna U nádraží,-1161140.335000001,Lékárna U nádraží,
"Masarykova 389, Humpolec 39601",,-684068.628899999,n,,Lékárna,,-1112378.9978,Lékárna u polikliniky,
"Masarykova 4, Olomouc 77200",,-546019.7751999982,n,,,,-1121400.4569000006,Lékárna U Sv.Gorazda,
"Masarykova 430, Brno 60200",,-598016.5507000014,n,,,,-1161041.396400001,Salfa lékárna s drogerií,
"Masarykova 444, Brno 60200",,-598080.9415000007,n,,,,-1160903.0760999992,Lékárna V domě U červeného raka,
"Masarykova 45, Čáslav 28601",,-676190.5683000013,n,,,"HERBA s.r.o., Lékárna U Divadla",-1071512.8993000016,U Divadla,
"Masarykova 45, Řevničov 27054",,-784685.4246000014,n,,,,-1026112.1149999984,Lékárna U sv. Antonína,
"Masarykova 5, Klobouky u Brna 69172",,-582196.7135000005,n,,,,-1184721.2188999988,Lékárna Cyrmex,
"Masarykova 526, Roztoky u Prahy 25263",,-743839.8539999984,n,,,,-1034393.1030000001,Lékárna Roztoky,
"Masarykova 53, Častolovice 51750",,-617117.632100001,n,,,Lékárna Na Rynečku,-1054077.5042000003,Lékárna Na Rynečku,
"Masarykova 596, Kutná Hora 28401",,-683898.1865999997,n,,Lékárna,Lékárna U zlatého hada,-1065719.2533,Lékárna U zlatého hada,
"Masarykova 62, Plzeň 31212",BENU,-819480.8649000004,n,,,,-1069336.5150999986,BENU Lékárna,
"Masarykova 65, Telč 58856",,-681529.9266000018,n,,,"Lékárna U Sv. Anny, s.r.o.",-1152381.8964999989,"Lékárna U Sv.Anny, s.r.o.",
"Masarykova 699, Liberec 1 46001",,-687212.5124000013,n,,,,-973359.2523000017,Lékárna U Muzea,
"Masarykova 729, Kostelec nad Orlicí 51741",,-615260.0115999989,n,,,,-1054810.9246000014,H Lékárna,
"Masarykova 75, Plzeň 31204",,-819623.0177000016,n,,,,-1069572.4769000001,Centrum,
"Masarykova 75, Třebenice 41113",,-767155.996100001,n,,Lékárna,Lékárna Na Náměstí,-995898.0025999993,Na náměstí,
"Masarykova 765, Litovel 78401",,-558532.9902000017,n,,,,-1108186.0262999982,Lékárna u polikliniky,
"Masarykova 794, Ústí n. Labem 40001",,-762980.0874000005,n,,,,-973418.2454000004,Bukov,
"Masarykova 90, Rajhrad 66461",,-599716.7034000009,n,,Lékárna,Moravské lékárny s.r.o.,-1172606.7844999991,LÉKÁRNA RAJHRAD,
"Masarykova 900, Orlová - Lutyně 73514",,-459272.83630000055,n,,"Lékárna U nemocnice, s.r.o.",,-1097941.5982000008,Ústavní lékárna Orlová-Lutyně,
"Masarykova 92, Ústí n. Labem 40001",,-761468.5782999992,n,,,,-975227.4596000016,Lékárna EUROCLINICUM,
"Masarykova 93, Čelákovice 25088",,-718104.2157000005,n,,Lékárna Erica,"Lékárna Erica, s.r.o.",-1037995.7219000012,ERICA,
"Masarykova 934, Koryčany 76805",,-558754.9017000012,n,,,,-1174718.2446000017,Lékárna Koryčany,
"Masarykova třída 955, Olomouc 77900",,-545421.2520999983,n,,,,-1121677.496100001,Lékárna Pharmia Olomouc,
"Masarykovo nám. 1131, Vizovice 76312",,-507406.4706000015,n,,Lékárna Vizovice,Lékárna,-1166772.4948999994,Lékárna,
"Masarykovo nám. 12, Kyjov 69701",,-562862.9785000011,n,,,,-1185187.3323,U Zlaté koruny,
"Masarykovo nám. 135, Slaný 27401",,-764263.5760000013,n,,,"Lékárna 203-02, s.r.o.",-1023841.6176000014,Lékárna 203-02,
"Masarykovo nám. 135, Uherský Brod 68801",,-524620.8520000018,n,,Lékárna U kašny,"ATOM UB, s.r.o., Lékárna U kašny ",-1187292.2076999992,Lékárna U kašny,
"Masarykovo nám. 142, Přeštice 33401",,-828724.4789999984,n,,,,-1088315.044399999,Lékárna Na Náměstí,
"Masarykovo nám. 148-149, Uherské Hradiště 68601",,-537682.0639000013,n,,,,-1181126.3015,Stanclova lékárna s.r.o.,
"Masarykovo nám. 15, Ostrava - Moravská Ostrava 70200",Dr.Max,-469850.99760000035,n,,,,-1101523.6559999995,Dr.Max LÉKÁRNA,
"Masarykovo nám. 1665, Šlapanice 66451",,-589806.4497000016,n,,,,-1164560.8698999994,Lékárna Na náměstí,
"Masarykovo nám. 18, Kojetín 75201",,-546163.7692000009,n,,,Lékárna U Radnice,-1148588.5111999996,Lékárna U Radnice,
"Masarykovo nám. 19, Bělá pod Bezdězem 29421",,-709649.6248000003,n,,,,-1000946.4789999984,Bělá,
"Masarykovo nám. 2, Bystřice nad Pernštejnem 59301",,-619215.9609999992,n,,"Lékárna ARNICA, s.r.o.",,-1121691.4712999985,Lékárna U sv.Vavřince,
"Masarykovo nám. 229, Napajedla 76361",,-532887.2551999986,n,,,Lékárna Pod Zámkem s.r.o.,-1170175.5775000006,Lékárna Pod Zámkem s.r.o.,
"Masarykovo nám. 23, Letovice 67961",,-596443.0874000005,n,,,,-1121633.9651000015,Lékárna Milosrdných bratří,
"Masarykovo nám. 246, Zbiroh 33808",,-792438.6374999993,n,,,,-1061503.1275000013,U Větrného kohouta,
"Masarykovo nám. 25, Boskovice 68001",,-590948.0617999993,n,,,,-1128800.9791,LÉKÁRNA,
"Masarykovo nám. 25, Letovice 67961",,-596475.7721000016,n,,,,-1121615.8291000016,Lékárna,
"Masarykovo nám. 296, Mnichovo Hradiště 29501",,-697344.7078000009,n,,,"Lékárna U zlatého lva s.r.o., Lékárna U kohouta",-1000274.6268999986,U Kohouta,
"Masarykovo nám. 31, Odry 74235",,-504713.4992999993,n,,,,-1117862.4030000009,Lékárna SELMA,
"Masarykovo nám. 33-34, Jihlava 58601",,-669143.7276000008,n,,,,-1130308.6059000008,Lékárna,
"Masarykovo nám. 35, Kyjov 69701",,-562685.248300001,n,,,,-1185199.3968999982,LÉKÁRNA SLAVIE,
"Masarykovo nám. 37, Starý Plzenec 33202",,-816433.3427000009,n,,Lékárna,,-1076161.8214000016,Lékárna Starý Plzenec s.r.o.,
"Masarykovo nám. 37, Vyškov 68201",,-568825.6486999989,n,,,,-1154536.1579999998,Tillova lékárna U Černého orla,
"Masarykovo nám. 39, Uničov 78391",,-554445.8410999998,n,,,,-1101009.8658000007,U Salvátora,
"Masarykovo nám. 4, Benešov u Prahy 25601",,-728309.4362999983,n,,,,-1079201.3955000006,Lékárna NOVEA,
"Masarykovo nám. 40, Konice 79852",,-573154.4453999996,n,,Lékárna,Lékárna Konice s.r.o.,-1119176.6072000004,Lékárna Konice,
"Masarykovo nám. 440, Podbořany 44101",,-812214.3903999999,n,,,,-1017114.1995999999,U Zlatého anděla,
"Masarykovo nám. 5, Hranice I - Město 75301",,-512865.6218000017,n,,,,-1129828.9123999998,Lékárna U Zlatého lva RNDr. Marie Vignati s.r.o.,
"Masarykovo nám. 58, Říčany 25101",,-727480.2135000005,n,,Lékárna,Lékárna Říčany,-1055807.9343000017,Dr.Douba,
"Masarykovo nám. 59, Náměšť nad Oslavou 67571",,-630653.7109000012,n,,Lékárna,,-1155853.147500001,Lékárna SALVIA,
"Masarykovo nám. 6, Velká Bíteš 59501",,-624602.7058000006,n,,Lékárna U tří sloupů,,-1147453.2421000004,Lékárna U tří sloupů,
"Masarykovo nám. 63, Bystřice nad Pernštejnem 59301",Dr.Max,-619264.9624999985,n,,,,-1121745.0249999985,Dr.Max LÉKÁRNA,
"Masarykovo nám. 65, Konice 79852",,-573234.2657999992,n,,,Nová lékárna,-1119213.1871999986,NOVÁ LÉKÁRNA,
"Masarykovo nám. 74, Police nad Metují 54954",,-608495.560899999,n,,Městská lékárna,,-1009548.6840000004,Městská lékárna,
"Masarykovo nám. 74, Týnec nad Labem 28126",,-676996.9981999993,n,,Lékárna U ZLATÉHO LVA,Lékárna U zlatého lva,-1056812.8801999986,U Zlatého lva,
"Masarykovo nám. 81, Děčín 40501",BENU,-746773.9998999983,n,,,,-964616.1209999993,BENU Lékárna,
"Masarykovo nám. 95, Brandýs nad Labem 25001",Dr.Max,-724466.7336000018,n,,,,-1034506.3623000011,Dr.Max LÉKÁRNA,
"Masarykovo nám. 97, Kralovice 33141",,-810787.7076000012,n,,,,-1045394.4340999983,Lékárna U anděla strážce,
"Masarykovo náměstí 1057, Valašské Klobouky 76601",,-497174.75400000066,n,,,,-1176905.1143000014,Lékárna U Radnice,
"Masarykovo náměstí 1325, Vizovice 76312",,-507550.0571999997,n,,,,-1166835.8266000003,Lékárna PharmDr. Bohumil Hanák,
"Masarykovo náměstí 135, Jilemnice 51401",,-658744.7630000003,n,,,"PANACEA, s.r.o., Lékárna U Č.koruny",-995504.5034999996,Lékárna U České koruny,
"Masarykovo náměstí 17, Nový Jičín 74101",,-492448.3035000004,n,,,,-1126480.9703000002,U černého orla,
"Masarykovo náměstí 23, Zábřeh 78901",,-571159.4032999985,n,,,,-1086707.5045999996,Lékárna U sv.Bartoloměje,
"Masarykovo náměstí 26, Nový Jičín 74101",,-492450.0282000005,n,,,,-1126563.177000001,Lékárna U bílého anděla,
